t_sec, t_nanosec, x, y, orientation_x, orientation_y, orientation_z, orientation_w, longitudinal_velocity_mps, lateral_velocity_mps, acceleration_mps2, heading_rate_rps, front_wheel_angle_rad, rear_wheel_angle_rad
0, 0, -1.51797, -0.365255, -0.0119494, -0.00710664, 0.992932, -0.117866, 5.08573e-05, 0, 0, -9.8953e-08, -0, -0
0, 0, -2.0183, -0.48616, -0.0123796, -0.00603464, 0.992867, -0.118432, 1.70437, 0, 0, 0.00768383, -0, -0
0, 0, -2.50517, -0.603377, -0.0135132, -0.00483042, 0.992848, -0.118521, 2.67606, 0, 0, 0.0136883, -0, -0
0, 0, -3.02575, -0.720688, -0.0147349, -0.00729141, 0.993193, -0.115311, 2.97264, 0, 0, -0.00550092, -0.0440115, -0
0, 0, -3.58828, -0.809904, -0.0131922, -0.00722245, 0.994595, -0.10274, 3.64458, 0, 0, -0.0439877, -0.108459, -0
0, 0, -4.18974, -0.915749, -0.0108076, -0.00837551, 0.995246, -0.0964245, 4.23605, 0, 0, -0.0312183, -0.0619136, -0
0, 0, -4.77273, -0.988331, -0.00974461, -0.00671376, 0.996401, -0.0839391, 4.51773, 0, 0, 0.00332809, -0.132585, -0
0, 0, -5.31275, -1.03002, -0.00917661, -0.00430043, 0.997542, -0.0693366, 5.15147, 0, 0, -0.0221587, -0.0821161, -0
0, 0, -5.95725, -1.09183, -0.00678647, -0.00344586, 0.998118, -0.0608457, 5.59616, 0, 0, -0.00504067, -0.00683699, -0
0, 0, -6.6082, -1.1673, -0.00748596, -0.00217342, 0.998182, -0.0597707, 6.06024, 0, 0, 0.0282939, -0, -0
0, 0, -7.17652, -1.22874, -0.00847584, -0.00312305, 0.998337, -0.0569298, 6.38407, 0, 0, 0.0164729, -0.0497415, -0
0, 0, -7.7097, -1.26586, -0.00708856, -0.00259784, 0.998801, -0.0483711, 6.74799, 0, 0, -0.0573151, -0.11895, -0
0, 0, -8.26864, -1.27908, -0.00558264, -0.00207155, 0.999344, -0.0357134, 7.05685, 0, 0, -0.0263407, -0.126089, -0
0, 0, -8.91053, -1.28712, -0.00458527, -0.00186106, 0.999691, -0.0243443, 7.12893, 0, 0, -0.0216664, -0.0810309, -0
0, 0, -9.55071, -1.28226, -0.00394743, -0.00281117, 0.999913, -0.0122871, 7.09179, 0, 0, -0.00678735, -0.153171, -0
0, 0, -10.1156, -1.24909, -0.00395351, -0.00458941, 0.999974, 0.00378839, 7.09179, 0, 0, 0.0204513, -0.153171, -0
0, 0, -10.742, -1.16878, -0.00605804, -0.00585047, 0.999553, 0.0286796, 7.0342, 0, 0, 0.051328, -0.223737, -0
0, 0, -11.2855, -1.05242, -0.00849336, -0.00661272, 0.998309, 0.0571183, 6.95761, 0, 0, 0.0640559, -0.292032, -0
0, 0, -11.8095, -0.888389, -0.0111016, -0.00761903, 0.995732, 0.0913043, 6.8624, 0, 0, 0.0440127, -0.361521, -0
0, 0, -12.3039, -0.673009, -0.0108659, -0.011133, 0.991131, 0.131977, 6.73272, 0, 0, -0.067534, -0.42852, -0
0, 0, -12.8694, -0.333692, -0.00878551, -0.0131006, 0.98207, 0.187854, 6.53967, 0, 0, 0.0229959, -0.506923, -0
0, 0, -13.3106, 0.0356244, -0.00686652, -0.0142711, 0.969752, 0.243576, 6.31739, 0, 0, -0.0397375, -0.574812, -0
0, 0, -13.7493, 0.553139, -0.00526878, -0.0168932, 0.948768, 0.315479, 6.13515, 0, 0, -0.0351441, -0.642786, -0
0, 0, -14.049, 1.06807, -0.00451162, -0.013307, 0.924824, 0.380137, 5.89145, 0, 0, -0.0829575, -0.648293, -0
0, 0, -14.2931, 1.60316, -0.00802521, -0.0116035, 0.899608, 0.436471, 5.83197, 0, 0, 0.0572, -0.579565, -0
0, 0, -14.4981, 2.14882, -0.0104596, -0.0105611, 0.874599, 0.484618, 5.79203, 0, 0, 0.00285342, -0.510931, -0
0, 0, -14.6529, 2.64745, -0.0109382, -0.00960647, 0.853624, 0.520686, 5.76765, 0, 0, -0.0075654, -0.435603, -0
0, 0, -14.814, 3.26296, -0.0112845, -0.00815877, 0.830998, 0.556101, 5.7569, 0, 0, -0.00999407, -0.296719, -0
0, 0, -14.9309, 3.76872, -0.0116307, -0.00888283, 0.815397, 0.578717, 5.74976, 0, 0, -0.00741446, -0.22708, -0
0, 0, -15.0635, 4.388, -0.00973474, -0.00963438, 0.800666, 0.598955, 5.74953, 0, 0, -0.0316791, -0.160495, -0
0, 0, -15.1704, 4.89404, -0.00912788, -0.00943681, 0.792772, 0.609377, 5.73682, 0, 0, 0.050652, -0.0898765, -0
0, 0, -15.311, 5.50786, -0.00892882, -0.00934769, 0.788199, 0.615285, 5.71982, 0, 0, -0.00965323, -0.0215961, -0
0, 0, -15.4403, 6.00413, -0.00850949, -0.00892965, 0.78884, 0.614474, 5.69586, 0, 0, -0.0125701, 0.0458331, -0
0, 0, -15.6246, 6.59934, -0.00811641, -0.00832085, 0.794831, 0.60672, 5.66075, 0, 0, -0.0119436, 0.120084, -0
0, 0, -15.8262, 7.12393, -0.00784499, -0.00764249, 0.80518, 0.592929, 5.61862, 0, 0, -0.0113919, 0.189836, -0
0, 0, -16.067, 7.62579, -0.00767366, -0.00685595, 0.819715, 0.572679, 5.56682, 0, 0, -0.00872187, 0.259082, -0
0, 0, -16.3516, 8.09646, -0.00776795, -0.0060503, 0.837779, 0.545921, 5.50415, 0, 0, -0.00515113, 0.330203, -0
0, 0, -16.7171, 8.56685, -0.00804568, -0.00508746, 0.860631, 0.50914, 5.34937, 0, 0, 0.00154176, 0.40842, -0
0, 0, -17.1176, 9.00164, -0.00861927, -0.00494444, 0.881336, 0.472385, 5.34932, 0, 0, 0.00980968, 0.340745, -0
0, 0, -17.5717, 9.45962, -0.00985263, -0.00550657, 0.898014, 0.439823, 5.35922, 0, 0, 0.0263807, 0.270925, -0
0, 0, -18.0337, 9.91018, -0.0111018, -0.00633963, 0.909169, 0.416232, 5.36956, 0, 0, 0.0241567, 0.203495, -0
0, 0, -18.4556, 10.3231, -0.0106302, -0.0140121, 0.914946, 0.403194, 5.37433, 0, 0, 0.118556, 0.133304, -0
0, 0, -18.9074, 10.7745, -0.011916, -0.0193038, 0.917155, 0.397885, 5.31713, 0, 0, -0.00880942, -0, -0
0, 0, -19.2919, 11.1844, -0.00287929, -0.00983063, 0.918748, 0.394711, 5.09476, 0, 0, -0.0633883, -0, -0
0, 0, -19.6413, 11.5532, -0.00106914, -0.00894185, 0.919063, 0.394009, 5.08034, 0, 0, -0.0234985, -0, -0
0, 0, -19.9919, 11.9182, 0.000793401, -0.0107249, 0.919229, 0.393577, 5.06303, 0, 0, -0.0185651, -0, -0
0, 0, -20.3402, 12.2783, -0.00222437, -0.0153922, 0.919178, 0.393536, 5.04676, 0, 0, 0.321543, -0, -0
0, 0, -20.7402, 12.6943, -0.0127328, -0.0215526, 0.918051, 0.395671, 4.74, 0, 0, 0.327762, -0, -0
0, 0, -21.1684, 13.1494, -0.0206349, -0.0128146, 0.918762, 0.394063, 4.41337, 0, 0, -0.0194672, -0, -0
0, 0, -21.5392, 13.5523, -0.0223919, -0.00890089, 0.916675, 0.398905, 4.10105, 0, 0, -0.0141311, -0, -0
0, 0, -21.9852, 14.0276, -0.0222905, -0.00748951, 0.916732, 0.398809, 4.40977, 0, 0, -0.0169108, -0, -0
0, 0, -22.3404, 14.4081, -0.0222595, -0.00438323, 0.916504, 0.399381, 4.69885, 0, 0, -0.0207625, -0, -0
0, 0, -22.7446, 14.8482, -0.0164101, -0.0120414, 0.917897, 0.396297, 5.10177, 0, 0, 0.0389698, -0, -0
0, 0, -23.1363, 15.2636, -0.0113708, -0.0163308, 0.916934, 0.398542, 5.03155, 0, 0, -0.217934, -0, -0
0, 0, -23.5295, 15.6905, -0.0106284, -0.0155617, 0.91657, 0.39943, 5.33866, 0, 0, 0.0153172, -0, -0
0, 0, -23.8719, 16.0586, -0.0116127, -0.0145244, 0.9163, 0.400061, 5.61551, 0, 0, -0.040267, -0, -0
0, 0, -24.3123, 16.5354, -0.0103878, -0.0101524, 0.916371, 0.400066, 5.89845, 0, 0, -0.0496493, -0, -0
0, 0, -24.6917, 16.9465, -0.00917774, -0.00826191, 0.916316, 0.400266, 6.21589, 0, 0, -0.0412187, -0, -0
0, 0, -25.0435, 17.3272, -0.00911964, -0.00724853, 0.916208, 0.400535, 6.49604, 0, 0, -0.00428761, -0, -0
0, 0, -25.4049, 17.7274, -0.00948427, -0.0067429, 0.915223, 0.40278, 6.78907, 0, 0, 0.00845573, -0.0525269, -0
0, 0, -25.7668, 18.1573, -0.010004, -0.00680362, 0.911789, 0.410481, 7.12294, 0, 0, 0.014609, -0.121155, -0
0, 0, -26.0804, 18.5627, -0.0105676, -0.00666845, 0.906717, 0.421555, 7.12294, 0, 0, 0.00524895, -0.121155, -0
0, 0, -26.4421, 19.0427, -0.0104158, -0.00491916, 0.902431, 0.430681, 7.43516, 0, 0, -0.0164598, -0.100462, -0
0, 0, -26.8128, 19.5262, -0.0107228, -0.00463166, 0.900228, 0.435262, 7.62065, 0, 0, 0.00738771, -0.0311463, -0
0, 0, -27.234, 20.0652, -0.0113469, -0.00444483, 0.899249, 0.437267, 7.60275, 0, 0, 0.0126068, -0.00909024, -0
0, 0, -27.5963, 20.5513, -0.0123376, -0.00436027, 0.89687, 0.442101, 7.57796, 0, 0, 0.0248709, -0.076396, -0
0, 0, -27.9436, 21.0457, -0.0131472, -0.00466295, 0.8929, 0.450039, 7.54712, 0, 0, 0.0165597, -0.0628186, -0
0, 0, -28.3339, 21.6004, -0.0131845, -0.00516879, 0.889992, 0.455757, 7.53043, 0, 0, 0.00906983, -0.0320679, -0
0, 0, -28.7267, 22.1512, -0.013055, -0.00584272, 0.888976, 0.457731, 7.51283, 0, 0, -0.00602863, -0, -0
0, 0, -29.0732, 22.641, -0.012267, -0.00617722, 0.888294, 0.45907, 7.49299, 0, 0, -0.0143646, -0.0461274, -0
0, 0, -29.4052, 23.1385, -0.0117508, -0.00690873, 0.885574, 0.464298, 7.49299, 0, 0, 0.00821178, -0.0461274, -0
0, 0, -29.7221, 23.6433, -0.0114539, -0.00728411, 0.881286, 0.472389, 7.45571, 0, 0, -0.00944161, -0.100796, -0
0, 0, -29.9998, 24.0834, -0.0110497, -0.00719646, 0.878873, 0.476874, 7.43682, 0, 0, -0.012639, -0.0335282, -0
0, 0, -30.3212, 24.5823, -0.0106506, -0.00712606, 0.877988, 0.478511, 7.41706, 0, 0, -0.0077982, -0, -0
0, 0, -30.6424, 25.0795, -0.010347, -0.00690453, 0.877774, 0.478914, 7.39404, 0, 0, -0.00931639, -0, -0
0, 0, -30.9617, 25.5761, -0.0100936, -0.00674407, 0.877544, 0.479343, 7.37212, 0, 0, -0.00417058, -0.0307834, -0
0, 0, -31.2698, 26.0775, -0.0101303, -0.00743059, 0.875563, 0.48294, 7.33679, 0, 0, 0.0207386, -0.101474, -0
0, 0, -31.5914, 26.6521, -0.00951543, -0.00864863, 0.869907, 0.493048, 7.29208, 0, 0, -0.00367626, -0.166875, -0
0, 0, -31.8739, 27.2405, -0.00858304, -0.00993381, 0.859891, 0.510308, 7.21629, 0, 0, -0.00745797, -0.238964, -0
0, 0, -32.1055, 27.843, -0.00737051, -0.0114636, 0.845118, 0.534406, 7.21629, 0, 0, -0.0122521, -0.238964, -0
0, 0, -32.2658, 28.3871, -0.0058991, -0.0124846, 0.828835, 0.559322, 7.10596, 0, 0, -0.03043, -0.307965, -0
0, 0, -32.4014, 28.9351, -0.00479872, -0.0125306, 0.813593, 0.58128, 7.04948, 0, 0, -0.0285109, -0.259242, -0
0, 0, -32.5244, 29.4843, -0.00408922, -0.0120363, 0.801015, 0.598509, 7.02733, 0, 0, -0.0252425, -0.183877, -0
0, 0, -32.6566, 30.1014, -0.00445884, -0.011151, 0.790795, 0.611963, 7.00878, 0, 0, -0.0136285, -0.116014, -0
0, 0, -32.7765, 30.647, -0.00451841, -0.0118835, 0.785719, 0.618452, 6.97939, 0, 0, -0.0274333, -0.0470261, -0
0, 0, -32.9327, 31.3236, -0.00214592, -0.00947519, 0.783855, 0.620868, 6.93808, 0, 0, -0.0690389, -0, -0
0, 0, -33.0527, 31.8626, -0.000602894, -0.00882528, 0.782486, 0.622605, 6.89522, 0, 0, -0.00966246, -0.0455839, -0
0, 0, -33.1557, 32.4011, 0.000433721, -0.0105638, 0.77814, 0.628001, 6.83956, 0, 0, 0.020827, -0.115532, -0
0, 0, -33.2549, 33.0058, 0.00251293, -0.0125375, 0.771532, 0.636063, 6.79496, 0, 0, 0.00454926, -0.0581697, -0
0, 0, -33.3459, 33.5396, 0.0030341, -0.0126662, 0.768412, 0.639823, 6.75413, 0, 0, -0.0643691, -0, -0
0, 0, -33.4408, 34.07, 0.0036092, -0.0112651, 0.767566, 0.640861, 6.75413, 0, 0, -0.0111089, -0, -0
0, 0, -33.5482, 34.6635, 0.00217628, -0.00937939, 0.767396, 0.641101, 6.7126, 0, 0, 0.0118566, -0, -0
0, 0, -33.6553, 35.2538, -9.50061e-05, -0.00738887, 0.767415, 0.641108, 6.67769, 0, 0, 0.00431784, -0, -0
0, 0, -33.7465, 35.7756, -0.00163496, -0.00721535, 0.766633, 0.642044, 6.63493, 0, 0, 0.0208776, -0.0130375, -0
0, 0, -33.8294, 36.3614, -0.00288909, -0.00671496, 0.762108, 0.647408, 6.58739, 0, 0, 0.0105761, -0.0825425, -0
0, 0, -33.8768, 36.8804, -0.00263228, -0.00893838, 0.753885, 0.65694, 6.51783, 0, 0, 0.0305481, -0.151419, -0
0, 0, -33.8938, 37.3961, -0.00115862, -0.0114667, 0.741795, 0.670527, 6.43495, 0, 0, -0.0669858, -0.227192, -0
0, 0, -33.87, 37.9038, 0.0014855, -0.0124871, 0.725539, 0.688066, 6.32189, 0, 0, 0.0103343, -0.295345, -0
0, 0, -33.7858, 38.5241, -0.00205809, -0.0127687, 0.699575, 0.714442, 6.20621, 0, 0, 0.0189537, -0.363007, -0
0, 0, -33.632, 39.1182, -0.00299224, -0.0124949, 0.667237, 0.744735, 6.0872, 0, 0, -0.0139433, -0.432506, -0
0, 0, -33.4115, 39.6766, -0.00812622, -0.0110553, 0.629165, 0.777151, 5.98336, 0, 0, -0.0166708, -0.501905, -0
0, 0, -33.1139, 40.1744, -0.00669841, -0.00734714, 0.584147, 0.811587, 5.73862, 0, 0, 0.0667835, -0.577751, -0
0, 0, -32.7725, 40.6281, -0.00694768, -0.0100514, 0.538726, 0.842393, 5.62614, 0, 0, -0.0215709, -0.509391, -0
0, 0, -32.4052, 41.0556, -0.00570152, -0.00988385, 0.498862, 0.866606, 5.60218, 0, 0, -0.00514634, -0.439094, -0
0, 0, -32.0214, 41.4642, -0.00496805, -0.010239, 0.464859, 0.885311, 5.5842, 0, 0, 0.0116425, -0.368576, -0
0, 0, -31.6126, 41.8363, -0.00649695, -0.0130303, 0.429709, 0.90285, 5.53794, 0, 0, 0.0085041, -0.383355, -0
0, 0, -31.1286, 42.185, -0.0057067, -0.0123128, 0.387182, 0.921903, 5.36501, 0, 0, -0.0177712, -0.390224, -0
0, 0, -30.6307, 42.5033, -0.00469076, -0.01198, 0.349999, 0.936662, 5.34312, 0, 0, -0.010188, -0.322808, -0
0, 0, -30.0812, 42.8326, -0.00362181, -0.0118439, 0.318471, 0.947852, 5.32141, 0, 0, -0.00668306, -0.254029, -0
0, 0, -29.5779, 43.1273, -0.0024897, -0.0119045, 0.298289, 0.954398, 5.29988, 0, 0, -0.00496525, -0.183977, -0
0, 0, -29.0353, 43.4506, -0.00100525, -0.0113311, 0.28581, 0.958219, 5.27042, 0, 0, -0.0250294, -0.106689, -0
0, 0, -28.5494, 43.7565, -0.000264199, -0.010143, 0.28273, 0.959146, 5.20064, 0, 0, -0.0224573, -0, -0
0, 0, -28.0272, 44.0926, 0.000174744, -0.00882986, 0.282477, 0.959233, 5.16525, 0, 0, -0.0233319, -0, -0
0, 0, -27.5958, 44.3708, -5.32586e-05, -0.00763434, 0.282416, 0.959262, 5.13122, 0, 0, -0.0154673, -0, -0
0, 0, -27.1679, 44.6471, -0.00076372, -0.00676984, 0.282362, 0.959284, 5.09626, 0, 0, -0.012148, -0, -0
0, 0, -26.7431, 44.9213, -0.000776835, -0.00616227, 0.282339, 0.959295, 5.0619, 0, 0, -0.00485298, -0, -0
0, 0, -26.3215, 45.1935, -0.00136603, -0.00691706, 0.282332, 0.959291, 5.02944, 0, 0, 0.0391966, -0, -0
0, 0, -25.8194, 45.5147, -0.00144094, -0.00941819, 0.281352, 0.959557, 4.94207, 0, 0, 0.041519, -0.0577242, -0
0, 0, -25.353, 45.7868, 0.000348506, -0.0117913, 0.27475, 0.961443, 4.89467, 0, 0, 0.0290579, -0.0881088, -0
0, 0, -24.8488, 46.0789, 0.00234392, -0.0141718, 0.269663, 0.962847, 4.85688, 0, 0, 0.0427494, -0.0191298, -0
0, 0, -24.3925, 46.3444, 0.00266325, -0.0173383, 0.26648, 0.963681, 4.80889, 0, 0, 0.056113, -0.0387157, -0
0, 0, -23.8946, 46.6193, 0.00165508, -0.0199432, 0.26033, 0.965312, 4.75444, 0, 0, 0.028186, -0.0729931, -0
0, 0, -23.4488, 46.8766, 0.000956898, -0.0203553, 0.259304, 0.965581, 4.66049, 0, 0, -0.00831469, -0, -0
0, 0, -23.0065, 47.1263, 0.00187408, -0.0200319, 0.257568, 0.966051, 4.60944, 0, 0, -0.0100225, -0.04481, -0
0, 0, -22.4795, 47.3928, 0.00289115, -0.0201267, 0.248607, 0.968391, 4.54394, 0, 0, -0.000666748, -0.116297, -0
0, 0, -22.0028, 47.6385, 0.00290769, -0.0201169, 0.244398, 0.969462, 4.43946, 0, 0, 0.00116389, -0, -0
0, 0, -21.5373, 47.8864, 0.00273117, -0.0206057, 0.243538, 0.969669, 4.37862, 0, 0, 0.0143543, -0.0283968, -0
0, 0, -21.0326, 48.1313, 0.0025467, -0.0215602, 0.236718, 0.971336, 4.31888, 0, 0, 0.0115063, -0.0977101, -0
0, 0, -20.5664, 48.3343, 0.0027634, -0.0224566, 0.226478, 0.973754, 4.20012, 0, 0, 0.0125756, -0.172251, -0
0, 0, -20.0182, 48.5219, 0.00250574, -0.0233112, 0.205073, 0.978466, 4.12722, 0, 0, 0.00822235, -0.242977, -0
0, 0, -19.4689, 48.643, 0.00240872, -0.023536, 0.17337, 0.984573, 3.94554, 0, 0, -0.00777725, -0.387169, -0
0, 0, -18.9281, 48.6868, 0.00305262, -0.0232219, 0.132201, 0.990946, 3.83156, 0, 0, -0.0108284, -0.453417, -0
0, 0, -18.3725, 48.6455, 0.00559187, -0.0217786, 0.0801481, 0.996529, 3.62959, 0, 0, -0.0471436, -0.499338, -0
0, 0, -17.7989, 48.5718, 0.00424078, -0.0162557, 0.0342934, 0.999271, 3.58289, 0, 0, -0.0590983, -0.422589, -0
0, 0, -17.2721, 48.4956, 0.00596922, -0.0144492, 0.00280504, 0.999874, 3.52775, 0, 0, -0.0324991, -0.28329, -0
0, 0, -16.6836, 48.4184, 0.00675789, -0.0119619, -0.0193078, 0.999719, 3.46741, 0, 0, -0.0196428, -0.140042, -0
0, 0, -16.1408, 48.3682, 0.00564398, -0.0124282, -0.027443, 0.99953, 3.36478, 0, 0, -0.0085684, -0.0381106, -0
0, 0, -15.5801, 48.3089, 0.00327612, -0.0130471, -0.0361914, 0.999254, 3.31438, 0, 0, 0.0440487, -0.108463, -0
0, 0, -15.0109, 48.1888, 0.00218132, -0.0157984, -0.059211, 0.998118, 3.22316, 0, 0, 0.0224343, -0.248783, -0
0, 0, -14.5309, 48.034, 0.00185546, -0.0167553, -0.0869216, 0.996073, 3.12851, 0, 0, 0.0140731, -0.281139, -0
0, 0, -13.9406, 47.8487, 0.00278753, -0.017875, -0.108456, 0.993937, 3.07958, 0, 0, 0.00052994, -0.143226, -0
0, 0, -13.3965, 47.6746, 0.00122493, -0.0157209, -0.12355, 0.992213, 2.98547, 0, 0, -0.0285303, -0.184333, -0
0, 0, -12.8873, 47.4586, 0.000506042, -0.0146889, -0.14735, 0.988975, 2.89291, 0, 0, -0.00888633, -0.23265, -0
0, 0, -12.4155, 47.2607, 0.000224827, -0.0140892, -0.161927, 0.986702, 2.8325, 0, 0, -0.00243467, -0.145142, -0
0, 0, -11.9288, 47.0021, -0.000135162, -0.0136564, -0.187132, 0.98224, 2.73907, 0, 0, -0.00677664, -0.291491, -0
0, 0, -11.4835, 46.7084, 0.000184746, -0.0130387, -0.21703, 0.976078, 2.66072, 0, 0, -0.00600248, -0.276616, -0
0, 0, -11.0928, 46.377, 9.28137e-05, -0.01239, -0.253923, 0.967145, 2.49017, 0, 0, -0.00424282, -0.481389, -0
0, 0, -10.7508, 45.9952, 0.000536593, -0.0121312, -0.29745, 0.95466, 2.39675, 0, 0, 0.00196097, -0.441282, -0
0, 0, -10.4434, 45.5597, 0.00109904, -0.0120112, -0.345208, 0.938449, 2.26697, 0, 0, 0.00621844, -0.554447, -0
0, 0, -10.1754, 45.1259, 0.0016437, -0.0119016, -0.385338, 0.922697, 2.16059, 0, 0, -0.00242944, -0.497837, -0
0, 0, -9.94076, 44.6544, 0.00207329, -0.0123781, -0.425949, 0.90466, 2.06228, 0, 0, 0.0106658, -0.369331, -0
0, 0, -9.686, 44.1905, 0.00190217, -0.0134707, -0.4499, 0.892976, 2.02111, 0, 0, 0.00452149, -0.223994, -0
0, 0, -9.38418, 43.7334, 0.000507826, -0.0146365, -0.456613, 0.889545, 1.93741, 0, 0, 0.000668075, -0.0123196, -0
0, 0, -9.07978, 43.3089, -0.00114874, -0.0156025, -0.45654, 0.889565, 1.84838, 0, 0, 0.00222184, -0, -0
0, 0, -8.74888, 42.8764, -0.00230237, -0.0174103, -0.452268, 0.891709, 1.71938, 0, 0, 0.00352753, -0, -0
